Polarization of Light 'Brewsters' Data File Wed, Oct 22, 2025 4:27 PM
Sensor Position (Degrees)	Light Intensity (Volts)
101.43333	2.31724
101.28333	2.32643
101.13333	2.45645
100.96667	2.22589
100.81667	2.24990
100.63333	2.24507
100.43333	1.84067
100.30000	1.79202
100.20000	0.98952
100.01667	0.94424
99.83333	1.15111
99.63333	0.28578
99.41667	0.29947
99.20000	0.25839
98.98333	1.00885
98.81667	1.12566
98.70000	1.70212
98.60000	1.69164
98.48333	2.12214
98.31667	1.87112
98.11667	1.56533
97.96667	1.73224
97.81667	2.03852
97.65000	1.89851
97.48333	2.71777
97.28333	1.70921
97.06667	1.87499
96.81667	2.67008
96.45000	0.74737
96.01667	1.97520
95.58333	0.25678
95.20000	0.26999
94.90000	0.03831
94.68333	0.03686
94.53333	0.03316
94.36667	0.03251
94.21667	0.03477
94.11667	0.05297
94.05000	0.12241
94.00000	2.54876
93.96667	-0.00084
93.95000	-0.00116
93.91667	2.72857
93.86667	2.85440
93.83333	2.52218
93.81667	0.15657
93.78333	0.05555
93.76667	0.05136
93.78333	0.05845
93.78333	0.04733
93.80000	0.05088
93.80000	0.04492
93.80000	0.04266
93.80000	0.04153
93.81667	0.04363
93.81667	0.04572
93.81667	0.04137
93.81667	0.03718
93.81667	0.04218
93.81667	0.04186
93.83333	0.04685
93.83333	0.03590
93.83333	0.03541
93.83333	0.04298
93.83333	0.04008
93.83333	0.04379
93.83333	0.05233
93.83333	0.13385
93.83333	1.42371
93.83333	-0.00100
93.83333	-0.00100
93.83333	2.59645
93.83333	3.10880
93.83333	3.35997
93.83333	2.96331
93.81667	2.55988
93.81667	0.77057
93.81667	0.60494
93.80000	0.16221
93.80000	0.14787
93.78333	0.58078
93.78333	1.07797
93.78333	1.99582
93.76667	2.46418
93.76667	2.55891
93.75000	2.34786
93.75000	2.38942
93.73333	3.21400
93.70000	2.95719
93.61667	2.13712
93.36667	2.24942
93.08333	0.31897
92.91667	0.04798
92.80000	0.05732
92.70000	0.05168
92.63333	0.04959
92.60000	0.05926
92.55000	0.06876
92.50000	0.62573
92.48333	2.80574
92.46667	-0.00084
92.46667	-0.00084
92.43333	2.92915
92.40000	2.36058
92.36667	2.81219
92.31667	2.56133
92.18333	2.36719
92.00000	1.96940
91.83333	0.46510
91.71667	0.75897
91.60000	1.46286
91.48333	1.85582
91.31667	1.88756
91.06667	2.66541
90.83333	1.13822
90.58333	0.16881
90.33333	0.17220
90.16667	0.17590
90.06667	0.97163
89.98333	1.47898
89.90000	1.46657
89.80000	1.63219
89.68333	1.43241
89.55000	1.45787
89.45000	2.31048
89.35000	2.59275
89.25000	2.66734
89.13333	2.33626
89.05000	2.12826
88.96667	2.02805
88.90000	2.64463
88.81667	2.89870
88.73333	2.52701
88.68333	3.02937
88.61667	3.41926
88.51667	3.35772
88.40000	2.01032
88.30000	2.01177
88.18333	2.71213
88.05000	4.18150
87.91667	2.25554
87.73333	2.69071
87.58333	2.30548
87.48333	2.97652
87.38333	2.43937
87.28333	2.62771
87.20000	2.44227
87.08333	2.95703
87.03333	2.26472
87.00000	2.57648
86.96667	3.22834
86.90000	4.23113
86.81667	2.94478
86.75000	2.26392
86.65000	4.30588
86.56667	3.38736
86.43333	2.87792
86.33333	3.84461
86.21667	3.63693
86.15000	2.10296
86.10000	1.05267
86.06667	1.04413
86.05000	1.05138
86.05000	1.05316
86.03333	1.47221
86.01667	1.46866
85.93333	1.95232
85.81667	1.34622
85.68333	1.03076
85.46667	0.75252
85.31667	1.12211
85.23333	1.08892
85.13333	1.61624
85.00000	2.04883
84.81667	2.43744
84.65000	2.16967
84.45000	2.00968
84.28333	3.41781
84.16667	2.69715
84.06667	3.45342
83.96667	3.34725
83.88333	3.20450
83.80000	3.04886
83.71667	3.23753
83.63333	3.62726
83.56667	2.81106
83.48333	3.17872
83.35000	4.16958
83.21667	4.07130
83.06667	3.56378
82.91667	3.34338
82.75000	3.89391
82.61667	3.83252
82.50000	3.62614
82.38333	3.81158
82.31667	3.97785
82.26667	3.42200
82.21667	3.46937
82.18333	3.43844
82.13333	3.12684
82.03333	3.55750
81.93333	4.30766
81.85000	3.14585
81.75000	4.31104
81.68333	4.30782
81.61667	3.49128
81.51667	3.90503
81.41667	3.23463
81.28333	3.39107
81.18333	2.83394
81.13333	2.92867
81.06667	4.25916
81.00000	2.29823
80.93333	2.96637
80.85000	3.31792
80.73333	3.52012
80.58333	3.51480
80.45000	3.90293
80.33333	4.13864
80.25000	3.35256
80.16667	3.93934
80.01667	4.13381
79.86667	4.15750
79.71667	4.08306
79.56667	4.05680
79.43333	4.31056
79.28333	3.89955
79.21667	3.62726
79.13333	3.71862
79.05000	4.22436
78.95000	4.30524
78.80000	4.20309
78.63333	3.79176
78.46667	3.54187
78.30000	3.82012
78.11667	1.49783
77.96667	1.35556
77.81667	0.90654
77.65000	1.47640
77.53333	2.71181
77.43333	2.74871
77.31667	3.07383
77.21667	4.06228
77.08333	3.82946
76.91667	4.23467
76.76667	3.69944
76.65000	3.88408
76.55000	4.30556
76.46667	3.57281
76.36667	4.25835
76.28333	4.22323
76.18333	4.28429
76.03333	4.30572
75.88333	4.31233
75.76667	3.90503
75.56667	4.03311
75.40000	3.21384
75.28333	0.74559
75.18333	0.81213
75.08333	1.58805
75.03333	1.96763
74.96667	3.42813
74.88333	3.62291
74.75000	3.93612
74.58333	4.09547
74.45000	3.85299
74.31667	3.98913
74.16667	4.05390
74.03333	4.23564
73.88333	4.31152
73.71667	4.05712
73.53333	4.27124
73.35000	4.13542
73.15000	3.78435
72.96667	2.84409
72.83333	2.82105
72.71667	2.90563
72.58333	3.62324
72.46667	3.58860
72.30000	4.00846
72.11667	3.78129
71.96667	2.63270
71.76667	1.24069
71.60000	0.26500
71.41667	0.84597
71.21667	1.62462
71.03333	2.11908
70.88333	2.81557
70.71667	2.79720
70.56667	3.43908
70.41667	1.60271
70.28333	0.87658
70.15000	0.36376
70.01667	0.28143
69.90000	0.28481
69.76667	2.14598
69.65000	4.22098
69.51667	3.55315
69.36667	3.71555
69.23333	4.10110
69.13333	4.05503
69.03333	3.01519
68.95000	4.30347
68.86667	4.05519
68.81667	3.75648
68.76667	3.76792
68.73333	4.18215
68.70000	4.30927
68.65000	4.31426
68.55000	4.31346
68.45000	4.31442
68.36667	4.31474
68.25000	4.31023
68.13333	4.31587
68.08333	4.31168
68.06667	4.31023
68.06667	4.31668
68.06667	4.31636
68.06667	4.31523
68.08333	4.31410
68.08333	4.31281
68.08333	4.31491
68.06667	4.31394
68.05000	4.31603
68.06667	4.31748
68.06667	4.31072
68.06667	4.31410
68.06667	4.31297
68.06667	4.31442
68.06667	4.32071
68.06667	4.31442
68.06667	4.31829
68.06667	4.31571
68.06667	4.31668
68.06667	4.31458
68.06667	4.31684
68.06667	4.31281
68.06667	4.31410
68.06667	4.31265
68.06667	4.31571
68.06667	4.31603
68.06667	4.31684
68.06667	4.31362
68.06667	4.31394
68.06667	4.31845
68.06667	4.31636
68.06667	4.32006
68.06667	4.30830
68.06667	4.31958
68.06667	4.31603
68.06667	4.31313
68.06667	4.31619
68.06667	4.31974
68.06667	4.32232
68.08333	4.31716
68.08333	4.31346
68.08333	4.31410
68.08333	4.31329
68.08333	4.31684
68.08333	4.31845
68.08333	4.32200
68.08333	4.31442
68.08333	4.31587
68.08333	4.31700
68.08333	4.31652
68.08333	4.31684
68.08333	4.31668
68.08333	4.31619
68.08333	4.31297
68.08333	4.31910
68.08333	4.31748
68.08333	4.31603
68.08333	4.31039
68.08333	4.31442
68.08333	4.31587
68.08333	4.31781
68.08333	4.31249
68.06667	4.31571
68.06667	4.31168
68.06667	4.32087
68.06667	4.31168
68.06667	4.32280
68.06667	4.31716
68.06667	4.31990
68.06667	4.32119
68.06667	4.31813
68.06667	4.31297
68.05000	4.31184
68.05000	4.32264
68.05000	4.31700
68.05000	4.32022
68.05000	4.31974
68.03333	0.14255
67.86667	0.10276
67.31667	0.70886
66.96667	0.91927
66.90000	-0.00245
66.66667	1.71436
66.35000	4.29863
66.10000	4.30653
65.90000	4.30459
65.71667	4.30653
65.60000	4.30234
65.45000	4.30782
65.21667	4.31120
65.00000	4.31346
64.78333	4.31120
64.53333	4.31426
64.31667	3.90857
64.10000	4.31410
63.88333	4.30685
63.75000	4.31329
63.63333	4.31813
63.50000	4.31168
63.33333	4.31346
63.10000	4.31668
62.85000	4.31184
62.56667	4.31555
62.25000	4.31023
62.00000	4.31603
61.76667	4.31152
61.60000	4.31990
61.41667	4.31329
61.28333	4.31813
61.18333	4.31007
61.11667	4.31507
61.00000	4.32135
60.85000	4.31152
60.63333	4.32022
60.43333	4.32200
60.20000	4.31603
60.03333	4.32119
59.88333	4.32038
59.76667	4.31893
59.63333	4.31539
59.46667	4.31748
59.33333	3.86894
59.16667	4.31201
59.05000	4.32312
58.98333	4.31861
58.93333	4.31378
58.85000	4.31765
58.76667	4.31845
58.68333	4.31426
58.61667	4.32022
58.56667	4.18215
58.38333	4.05535
58.15000	2.39120
57.96667	1.98970
57.85000	3.90293
57.76667	4.31329
57.70000	4.31748
57.63333	4.31732
57.55000	4.31539
57.50000	4.31926
57.46667	4.32151
57.45000	4.31652
57.43333	4.31926
57.43333	4.31442
57.43333	3.51335
57.43333	0.36940
57.43333	0.26484
57.43333	0.10356
57.43333	0.09760
57.45000	0.09261
57.45000	0.08858
57.45000	0.08133
57.45000	0.04862
57.45000	0.04041
57.45000	-0.00084
57.45000	-0.00084
57.45000	0.03670
57.45000	0.02848
57.45000	0.02816
57.45000	0.02832
57.45000	0.02430
57.46667	0.03042
57.46667	0.03122
57.46667	0.02381
57.46667	0.02623
57.46667	0.02913
57.46667	0.02977
57.46667	0.02430
57.46667	0.02671
57.46667	0.02462
57.46667	0.02236
57.46667	0.02816
57.46667	0.02639
57.46667	0.02413
57.46667	0.02381
57.46667	0.02655
57.46667	0.02752
57.46667	0.02703
57.46667	0.02575
57.46667	0.02365
57.46667	0.02929
57.46667	0.02301
57.46667	0.02736
57.46667	0.02655
57.46667	0.02285
57.46667	0.02204
57.46667	0.03219
57.46667	0.03171
57.46667	0.02881
57.46667	0.02736
57.46667	0.02478
57.46667	0.02510
57.46667	0.02526
57.46667	0.02752
57.46667	0.02575
57.46667	0.02687
57.46667	0.03026
57.46667	0.02993
57.46667	0.02059
57.46667	0.02494
57.46667	0.02526
57.46667	0.02655
57.46667	0.02800
57.46667	0.02832
57.46667	0.02301
57.46667	0.02365
57.46667	0.02639
57.46667	0.02172
57.46667	0.02865
57.46667	0.03171
57.46667	0.02558
57.46667	0.02832
57.46667	0.02220
57.46667	0.02430
57.46667	0.02542
57.46667	0.02059
57.46667	0.01785
57.46667	0.02365
57.46667	0.02365
57.46667	0.02752
57.46667	0.02091
57.46667	0.02526
57.46667	0.02091
